fragment,n_fragment,MW,SLogP,nRot,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
C1=COCON1,12,87.0320284,-0.0335,0,1,0,2,0,1,0,0,1
C1=CONCCOC1,12,115.0633285,0.0515,0,1,0,2,0,1,0,0,1
C1=CP=N[NH]1,12,86.00338473,0.9898,0,2,0,0,0,0,0,1,0
C1=CP2C3SP4C(C13)C24,12,171.9665445,2.8035,0,0,1,0,0,1,0,0,5
C1=CP2CP1PP2,12,165.9419967,3.5081,0,0,0,0,0,1,0,0,2
C1=CSCC=CN=C1,12,125.0299202,1.8314,0,1,1,0,0,3,0,0,1
C1=CSOCN1,12,103.0091848,0.6831,0,1,1,1,0,1,0,0,1
C1=NC=NCNN1,12,98.05924619,-0.8917,0,4,0,0,0,2,0,0,1
C1=NC=NOC1,12,84.03236275,0.0307,0,2,0,1,0,2,0,0,1
C1=NC2=C3CN1CCCCOPCPOCC1CCC(O1)N2C=N3,12,370.1323639,3.0076,0,4,0,3,0,1,0,1,4
C1=NC2=CC(=C1)C2,12,91.04219916,0.9858,0,1,0,0,0,0,0,1,2
C1=NC2=CC(=C1)CCCCCCCCC2,12,203.1673997,3.9109,0,1,0,0,0,0,0,1,1
C1=NC23CCC1C(CN2)C3,12,136.1000484,0.7866,0,2,0,0,0,1,0,0,4
C1=NC2C3C4CCC5C3(CC4)CCC3C1CCCC325,12,255.1986998,4.0721,0,1,0,0,0,1,0,0,6
C1=NC2CC3=C4CC1C(C2)C4=CC=C3,12,183.1047994,2.3417,0,1,0,0,0,1,0,1,3
C1=NC2CCCC(N1)N2,12,125.0952974,0.0436,0,3,0,0,0,1,0,0,2
C1=NC2OC3CC4(CC(CCC24)O3)N1,12,194.1055277,0.6281,0,2,0,2,0,1,0,0,4
C1=NCC2CCN1C2,12,110.0843983,0.3502,0,2,0,0,0,1,0,0,2
C1=NCCCCCCCCNCNC=NCCCCCCCCNCN1,12,366.3470953,3.0112,0,6,0,0,0,2,0,0,1
C1=NCCCCCCNC=NCCCCCCN1,12,252.2313969,2.3566,0,4,0,0,0,2,0,0,1
C1=NCCN=CC2=CC=CC(=N2)C=NCCN=CC2=CC=CC1=N2,12,318.1592946,1.866,0,6,0,0,0,4,0,2,1
C1=NCCSCCN=C1,12,142.0564693,0.8748,0,2,1,0,0,2,0,0,1
C1=NCNN=N1,12,84.04359613,-0.0574,0,4,0,0,0,2,0,0,1
C1=NN=CCCNCCNCCC=NN=C1,12,222.1592946,0.0726,0,6,0,0,0,4,0,0,1
C1=NN2CCC1C2,12,96.06874826,0.3077,0,2,0,0,0,1,0,0,2
C1=NNCCNCC2=CC=CC(=N2)CNCCNN=CC2=CC=C1O2,12,341.1964084,0.4146,0,7,0,1,0,2,0,2,1
C1=NNCCSCN1,12,131.0517183,-0.1868,0,3,1,0,0,1,0,0,1
C1=NNN=NC1,12,84.04359613,-0.0574,0,4,0,0,0,2,0,0,1
C1=NNN2CCN=C3C1=CCC=C32,12,174.0905463,0.461,0,4,0,0,0,4,0,0,3
C1=NOCON=CCC=NOCON=CC1,12,228.0858549,0.7048,0,4,0,4,0,4,0,0,1
C1=NP=NC1,12,86.00338473,1.1156,0,2,0,0,0,2,0,0,1
C1=NPSN1,12,105.9754557,0.7746,0,2,1,0,0,1,0,0,1
C1=PC2CCC1CC2,12,126.059837,2.3072,0,0,0,0,0,1,0,0,3
C1=PCP=CP1,12,133.96041,2.0478,0,0,0,0,0,2,0,0,1
C1=PSC=P1,12,119.9352443,2.9083,0,0,1,0,0,0,0,1,0
C1C[SH]2CC[SH]1CC2,12,150.0536924,1.016,0,0,2,0,0,0,0,0,3
C1C2C3C4C1C1C2N2C3CCC4N12,12,174.1156984,0.6965,0,2,0,0,0,0,0,0,7
C1C2C3C4OSOC5C3C1C1C2C4C51,12,208.0558006,1.7213,0,0,1,2,0,0,0,0,7
C1C2C3NCC2C2CNC(N3)C12,12,165.1265975,-0.6833,0,3,0,0,0,0,0,0,4
C1C2C3OC4OC5OC(S3)C1C5C42,12,198.0350652,0.9967,0,0,1,3,0,0,0,0,5
C1C2CC3C(CC4CC3C1N4)N2,12,164.1313485,0.4872,0,2,0,0,0,0,0,0,4
C1C2CC3C1CC23,12,94.07825032,1.6623,0,0,0,0,0,0,0,0,5
C1C2CC3ONC1C3C2,12,125.084064,0.6883,0,1,0,1,0,0,0,0,3
C1C2CN(C2)CN2CC1C2,12,138.1156984,0.2112,0,2,0,0,0,0,0,0,6
C1C2CN1C2,12,69.05784922,-0.0682,0,1,0,0,0,0,0,0,3
C1C2NNC3C2CC2C1C23,12,136.1000484,0.1172,0,2,0,0,0,0,0,0,5
C1C2OC3CC1PC(O2)O3,12,160.0289308,0.8401,0,0,0,3,0,0,0,0,4
C1C2OCC3C1OCC23,12,126.0680796,0.4201,0,0,0,2,0,0,0,0,3
C1C2SOC13OC2S3,12,147.9652714,1.1804,0,0,2,2,0,0,0,0,4
C1CC2C3CC1CC2NN3,12,138.1156984,0.6514,0,2,0,0,0,0,0,0,4
C1CC2C3CCC1NCC23,12,137.1204495,1.3944,0,1,0,0,0,0,0,0,4
C1CC2C3CCC1NP23,12,141.070736,1.6799,0,1,0,0,0,0,0,0,3
C1CC2C3CCC2C(O1)O3,12,140.0837296,1.1578,0,0,0,2,0,0,0,0,3
C1CC2C3COC1CN2C3,12,139.099714,0.4794,0,1,0,1,0,0,0,0,5
C1CC2CC(O1)OCN2,12,129.0789786,0.0688,0,1,0,2,0,0,0,0,2
C1CC2CC34C5CC6C7CC(C(=N1)C2C73CCN5)C64,12,254.1782987,2.1013,0,2,0,0,0,1,0,0,7
C1CC2CC3C4CC2C3(C1)CO4,12,164.1201151,2.2115,0,0,0,1,0,0,0,0,4
C1CC2CC3CC2N(C1)C3,12,137.1204495,1.4906,0,1,0,0,0,0,0,0,3
C1CC2CC3CCC2C(C1)NC3,12,165.1517496,2.1746,0,1,0,0,0,0,0,0,4
C1CC2CC3CCC2CC1O3,12,152.1201151,2.354,0,0,0,1,0,0,0,0,5
C1CC2CC3COC4C3CC(N1)OC24,12,195.1259288,0.7458,0,1,0,2,0,0,0,0,4
C1CC2CC3OC1OCC23,12,140.0837296,1.1578,0,0,0,2,0,0,0,0,5
C1CC2CCC(CCCC3CCC(C1)C3)C2,12,220.2191009,5.1732,0,0,0,0,0,0,0,0,3
C1CC2CCC(N1)NN2,12,127.1109474,-0.4376,0,3,0,0,0,0,0,0,3
C1CC2CCC3CC2CCC13,12,150.1408506,3.2227,0,0,0,0,0,0,0,0,5
C1CC2CCN(CC2)N1,12,126.1156984,0.6067,0,2,0,0,0,0,0,0,3
C1CC2CNC3CCCC(C1)C3C2,12,179.1673997,2.5647,0,1,0,0,0,0,0,0,3
C1CC2CNNCC1O2,12,128.094963,-0.3582,0,2,0,1,0,0,0,0,2
C1CC2COCCOC(C1)C2,12,156.1150298,1.592,0,0,0,2,0,0,0,0,2
C1CC2N=NC3C1CCC23,12,136.1000484,2.0094,0,2,0,0,0,1,0,0,3
C1CC2NC(C1)SS2,12,147.0176413,1.8071,0,1,2,0,0,0,0,0,2
C1CC2OPC(C1)O2,12,132.0340162,1.4628,0,0,0,2,0,0,0,0,2
C1CCC23CCC(CCC(C1)O2)O3,12,182.1306798,2.6147,0,0,0,2,0,0,0,0,3
C1CCC23CCC(O2)C(C1)C3,12,152.1201151,2.4981,0,0,0,1,0,0,0,0,3
C1CCC2CCC(CCCC3CCC(C1)C3)C2,12,234.234751,5.5633,0,0,0,0,0,0,0,0,3
C1CCC2OCC(COC1)CO2,12,172.1099444,1.176,0,0,0,3,0,0,0,0,3
C1CCC2SC(C1)S2,12,146.0223923,2.6926,0,0,2,0,0,0,0,0,3
C1CCCC2CCCN3CCC(CCCCCCC4CCCN5CCC(CC1)OC45)OC23,12,446.3872288,6.3352,0,2,0,2,0,0,0,0,5
C1CCCCCCCC2CCCN3CCC(CCCCCC1)OC23,12,335.3188149,6.2884,0,1,0,1,0,0,0,0,3
C1CCCCCCCCCCCCCCCCCCCCCCCCCCC1,12,392.4382018,10.9228,0,0,0,0,0,0,0,0,1
C1CCCCCNNCCCC1,12,170.1782987,2.215,0,2,0,0,0,0,0,0,1
C1CCCCCOCCOCCCCCCCCCCOCCOCCCC1,12,400.35526,6.308,0,0,0,4,0,0,0,0,1
C1CCCCCSCCCCC1,12,186.1442217,4.2441,0,0,1,0,0,0,0,0,1
C1CCCCOCC2CC3CC(CCCCOCCC1)C2C3,12,308.2715304,5.2064,0,0,0,2,0,0,0,0,3
C1CCCCOCCCCOCCC1,12,200.17763,3.154,0,0,0,2,0,0,0,0,1
C1CCCCOCCOCCOCCC1,12,216.1725446,2.3904,0,0,0,3,0,0,0,0,1
C1CCCN2CCCN(CCC1)C2,12,182.1782987,1.9157,0,2,0,0,0,0,0,0,2
C1CCCNCCCNCCC1,12,170.1782987,1.5198,0,2,0,0,0,0,0,0,1
C1CCCNCCOCCOCCNCC1,12,230.1994281,0.7728,0,2,0,2,0,0,0,0,1
C1CCCOCNSNCC1,12,176.0983341,1.2769,0,2,1,1,0,0,0,0,1
C1CCN=NCCCOCCOCC1,12,200.1524779,2.0458,0,2,0,2,0,1,0,0,1
C1CCN2CC(C1)O2,12,113.084064,0.7861,0,1,0,1,0,0,0,0,3
C1CCN2CSC(=C3CN(CCCCN4CCN(C1)CC4)CS3)C2,12,368.206839,2.4022,0,4,2,0,0,1,0,0,5
C1CCNCCCCOCC1,12,157.1466642,1.5567,0,1,0,1,0,0,0,0,1
C1CCNCCCN2CCCN(CCCNC1)C2,12,254.247047,0.7048,0,4,0,0,0,0,0,0,2
C1CCNCCCOCCOCCCNC1,12,230.1994281,0.7728,0,2,0,2,0,0,0,0,1
C1CCNCCNCCCCCNCCNCC1,12,256.262697,0.699,0,4,0,0,0,0,0,0,1
C1CCNCCNCCNCNCC1,12,200.2000968,-0.5138,0,4,0,0,0,0,0,0,1
C1CCNCCSC2=NN=C(SCCNC1)S2,12,290.0693596,1.6953,0,4,3,0,0,0,0,1,1
C1CCNNCOCC1,12,130.1106131,0.2386,0,2,0,1,0,0,0,0,1
C1CCOC2CC(CCO2)NC2CCOC(C2)OC1,12,271.1783583,1.4132,0,1,0,4,0,0,0,0,3
C1CCOCCCOCCCCOCCCOC1,12,260.1987594,2.407,0,0,0,4,0,0,0,0,1
C1CCOCCOCCOCCCCOCCOCCOC1,12,320.2198887,1.66,0,0,0,6,0,0,0,0,1
C1CCOCOCOC1,12,132.0786442,0.745,0,0,0,3,0,0,0,0,1
C1CCSCCCNCCNC1,12,188.1347196,1.0827,0,2,1,0,0,0,0,0,1
C1CCSNSC1,12,135.0176413,1.6662,0,1,2,0,0,0,0,0,1
C1CN2CC(CCS2)N1,12,144.0721194,0.3121,0,2,1,0,0,0,0,0,2
C1CN2CC3CC1CC3C2,12,137.1204495,1.3481,0,1,0,0,0,0,0,0,4
C1CN2CC3CC1OC32,12,125.084064,0.4369,0,1,0,1,0,0,0,0,3
C1CN2CNC(C2)O1,12,114.0793129,-0.7946,0,2,0,1,0,0,0,0,2
C1CNCC2CC(C1)ON2,12,142.1106131,0.0319,0,2,0,1,0,0,0,0,2
C1CNCCCNCCNC1,12,157.1578976,-0.451,0,3,0,0,0,0,0,0,1
C1CNCCNCCCPCCPC1,12,234.141472,1.3164,0,2,0,0,0,0,0,0,1
C1CNCCOCCOCCOCCOCCOCCOCCN1,12,350.2416868,-0.7212,0,2,0,6,0,0,0,0,1
C1CNCCSCCCSCCNCCOC1,12,278.1486555,1.4424,0,2,2,1,0,0,0,0,1
C1CNCCSCCSCCNCCOC1,12,264.1330054,1.0523,0,2,2,1,0,0,0,0,1
C1CNNCCNCCOCCN1,12,188.1637113,-1.71,0,4,0,1,0,0,0,0,1
C1CNNCNNCCNNCNN1,12,204.1810926,-3.7082,0,8,0,0,0,0,0,0,1
C1CNS2=NS(=N[SH]=N2)N1,12,196.9863582,-0.6299,0,5,3,0,0,3,0,0,2
C1CNSNCN1,12,119.0517183,-0.7105,0,3,1,0,0,0,0,0,1
C1CNSON1,12,106.0200838,-0.326,0,2,1,1,0,0,0,0,1
C1CO[PH]2=NP=N[PH](=N2)OC1,12,210.9829364,2.9373,0,3,0,2,0,3,0,0,2
C1COC2CC(CO2)O1,12,130.0629942,0.1482,0,0,0,3,0,0,0,0,2
C1COCC2CCC(NCN1)O2,12,172.1211778,-0.3416,0,2,0,2,0,0,0,0,2
C1COCC2COC(C1)OC2,12,158.0942943,0.7859,0,0,0,3,0,0,0,0,3
C1COCCNCCOCCOCCNCCOCCN1,12,305.2314565,-1.1648,0,3,0,4,0,0,0,0,1
C1COCCNSC1,12,133.056135,0.6445,0,1,1,1,0,0,0,0,1
C1COCCOCCNCCOCCOC1,12,233.1627082,0.0461,0,1,0,4,0,0,0,0,1
C1COCCOCCOCCOCCOCCOCCOCCN1,12,351.2257024,-0.2942,0,1,0,7,0,0,0,0,1
C1COCCOCCOCCPCCOCCOCCO1,12,324.1701753,0.7781,0,0,0,6,0,0,0,0,1
C1COCCSN2CCC(C2)N1,12,188.0983341,0.3287,0,2,1,1,0,0,0,0,2
C1COOCCCOOC1,12,148.0735589,0.6766,0,0,0,4,0,0,0,0,1
C1COPOCCOPO1,12,184.0054321,1.0834,0,0,0,4,0,0,0,0,1
C1CPCCPCCP1,12,180.0386604,2.0355,0,0,0,0,0,0,0,0,1
C1CPPCCCPPC1,12,212.020247,3.3242,0,0,0,0,0,0,0,0,1
C1CSCCNCCSCCN1,12,206.0911406,0.6456,0,2,2,0,0,0,0,0,1
C1CSNSCCO1,12,151.0125559,0.9026,0,1,2,1,0,0,0,0,1
C1CSSSS1,12,155.9195841,2.6778,0,0,4,0,0,0,0,0,1
C1N=PNCN1,12,103.0299338,0.139,0,3,0,0,0,1,0,0,1
C1NC2CC3CC(O1)C2C3,12,139.099714,0.7308,0,1,0,1,0,0,0,0,3
C1NC2CC3NCC4C1CC2C34,12,164.1313485,0.2022,0,2,0,0,0,0,0,0,4
C1NC2OC1O2,12,87.0320284,-0.7539,0,1,0,2,0,0,0,0,3
C1NNC2COC(C2)N1,12,129.090212,-1.2437,0,3,0,1,0,0,0,0,2
C1NP2OCC1CO2,12,133.0292651,0.4795,0,1,0,2,0,0,0,0,3
C1NS2=N[SH](N=S=N2)N1,12,182.9707082,-0.0218,0,5,3,0,0,3,0,0,2
C1NSCO1,12,91.00918478,0.1694,0,1,1,1,0,0,0,0,1
C1NSNCN2CNSNCN1S2,12,240.0285574,-0.5044,0,6,3,0,0,0,0,0,2
C1OC23CCN(COC2)C1C3,12,155.0946287,0.2075,0,1,0,2,0,0,0,0,4
C1OC2C3C4CC5C(C14)C2C53,12,148.088815,1.1431,0,0,0,1,0,0,0,0,6
C1OC2C3C4CCC5C(C14)C2C53,12,162.1044651,1.5332,0,0,0,1,0,0,0,0,8
C1OC2C3OC4C1C1OC2C3OCC41,12,196.0735589,-0.4352,0,0,0,4,0,0,0,0,6
C1OC2CCC(CC2)O1,12,128.0837296,1.3019,0,0,0,2,0,0,0,0,3
C1OC2CCC3OPOC2C3O1,12,190.0394955,0.8142,0,0,0,4,0,0,0,0,3
C1OC2COC3C4CCC2C3C1CO4,12,196.1099444,0.8252,0,0,0,3,0,0,0,0,4
C1OC2NC1NO2,12,102.0429274,-1.2493,0,2,0,2,0,0,0,0,2
C1OCC2CCC(CO2)O1,12,144.0786442,0.5383,0,0,0,3,0,0,0,0,3
C1OCPOP1,12,123.9843027,1.1352,0,0,0,2,0,0,0,0,1
C1SC2=NC1N2,12,100.0095191,0.0185,0,2,1,0,0,1,0,0,3
C1SC2COC1S2,12,133.9860068,1.1488,0,0,2,1,0,0,0,0,2
C1SCSCSCS1,12,183.9508843,2.7628,0,0,4,0,0,0,0,0,1
C1SPS1,12,109.9413787,1.9324,0,0,2,0,0,0,0,0,1
C1SSSS1,12,141.9039341,2.6353,0,0,4,0,0,0,0,0,1
O1POPOPOPOPOP1,12,287.8590077,3.1506,0,0,0,6,0,0,0,0,1
O1POS1,12,95.9434869,1.1049,0,0,1,2,0,0,0,0,1
O1POSOP1,12,143.9199882,1.63,0,0,1,3,0,0,0,0,1
P1SP2C3PC4C2P4C13,12,209.9140677,3.2292,0,0,1,0,0,0,0,0,5
C1#CC=CC=CC=CCC=CC=CCCC#C1,13,220.1252005,3.9581,0,0,0,0,0,5,2,0,1
C1#CC=CC=CNCC=CCCC#C1,13,183.1047994,2.0027,0,1,0,0,0,3,2,0,1
C1#CCCC=CCCC=CCC1,13,160.1252005,3.4564,0,0,0,0,0,2,1,0,1
C1#CCCCC#CC=CC#CCCCC#CC=C1,13,232.1252005,3.4666,0,0,0,0,0,2,4,0,1
C1#CCSCC#CCCCC1,13,164.0659714,2.3004,0,0,1,0,0,0,2,0,1
C1=C2C=C(CC1)CCCC2,13,134.1095504,3.207,0,0,0,0,0,2,0,0,2
C1=C2C=C3C(=C1)C=C1CCCC(CN13)NCCNCCCSNC2,13,344.2034679,2.6669,0,4,1,0,0,0,0,2,2
C1=C2C=C3C(=C1)C=C1CCOC(CN13)NCCCNCCSNC2,13,346.1827325,1.8608,0,4,1,1,0,0,0,2,2
C1=C2C=C3C(=C1)C=C1CCOC(CNCCNCCSNC2)CN13,13,346.1827325,1.5132,0,4,1,1,0,0,0,2,2
C1=C2CC3=C(C2)C(=CC=C3)OPO1,13,192.0340162,2.5866,0,0,0,2,0,1,0,1,2
C1=C2CCC(C1)CO2,13,110.0731649,1.7006,0,0,0,1,0,1,0,0,3
C1=C2CCC3=CC=CC(=N3)CSCC(=CC1)O2,13,245.0874351,3.4491,0,1,1,1,0,2,0,1,2
C1=C2CCCCCC3=CC4=NCCN=C1C4CC23,13,240.1626486,3.3486,0,2,0,0,0,4,0,0,4
C1=C2CCCCCCCCCCC(=C1)[NH]2,13,205.1830497,4.2341,0,1,0,0,0,0,0,1,1
C1=C2CCCCCCCCCCC(C1)C2,13,206.2034508,5.2374,0,0,0,0,0,1,0,0,2
C1=C2CCCCNCCCC(C2)N1,13,180.1626486,1.7859,0,2,0,0,0,1,0,0,2
C1=C2CCCOPC(=C1)O2,13,156.0340162,1.4612,0,0,0,2,0,0,0,1,1
C1=C2CCNCCCCN1CC2,13,166.1469986,1.3495,0,2,0,0,0,1,0,0,2
C1=C2CNCC3=NC(=CO3)CNCC3=NC(=C[NH]3)CNCC(=N2)[NH]1,13,328.1760073,0.3036,0,8,0,1,0,0,0,3,1
C1=C2CNCC3=NC(=CS3)CNCC3=NC(=C[NH]3)CNCC(=N2)[NH]1,13,344.1531636,0.7721,0,8,1,0,0,0,0,3,1
C1=C2CNCCCCCC1=NO2,13,166.1106131,1.4906,0,2,0,1,0,0,0,1,1
C1=C2COC(COCCCCCCCCCCC1)C2,13,266.2245802,4.6329,0,0,0,2,0,1,0,0,2
C1=C2COC3=CC=CC(=C3O2)OPO1,13,210.0081953,2.2167,0,0,0,4,0,1,0,1,2
C1=C2COC3CCC(CC1)C2C3,13,164.1201151,2.5217,0,0,0,1,0,1,0,0,3
C1=C2COPOC3=CC=CC(=C3C2)O1,13,208.0289308,2.4229,0,0,0,3,0,1,0,1,2
C1=CC#CC=CC=CC=C=CC=CC=1,13,178.0782503,3.0946,0,0,0,0,0,7,1,0,1
C1=CC#CC=CC=CC=CC=C=CC=CC=CC=1,13,230.1095504,4.207,0,0,0,0,0,9,1,0,1
C1=CC=C2C=C3C=CCC=CC(=CC(=C1)C2)C3,13,220.1252005,4.5717,0,0,0,0,0,7,0,0,3
C1=CC=CC=1,13,64.03130013,1.2675,0,0,0,0,0,3,0,0,1
C1=CC=PP=C1,13,113.9788234,2.8468,0,0,0,0,0,0,0,1,0
C1=CC2=C3C=C1C1=CC4=C(C=C1)CC1=C(COCC1OCCC1CC(=C(CO1)C3)C2)C4,13,412.2038448,4.752,0,0,0,3,0,2,0,2,15
C1=CC2=C3C=C1CNSCCCNCCNCC1CN3C(=C2)CCN1,13,359.2143669,1.4763,0,5,1,0,0,0,0,2,2
C1=CC2=C3CCCC(CC2)C3=C1,13,158.1095504,3.0527,0,0,0,0,0,0,0,1,2
C1=CC2=CC(=C1)CC1=CC=CC(=C1)CC1=CC=CC(=C1)CC1=CC=CC(=C1)CC1=CC(=CC=C1)C2,13,450.234751,7.954,0,0,0,0,0,0,0,5,1
C1=CC2=CC(=C1)CCCCSCCCC2,13,220.1285716,4.0788,0,0,1,0,0,0,0,1,1
C1=CC2=CC(=C1)CCNOCNOCCCCCO2,13,266.1630426,1.7917,0,2,0,3,0,0,0,1,1
C1=CC2=CC(=C1)CCSCC2,13,164.0659714,2.5184,0,0,1,0,0,0,0,1,1
C1=CC2=CC(=C1)CNCCOCCNCCOCCNC2,13,293.2103271,0.5022,0,3,0,2,0,0,0,1,1
C1=CC2=CC(=C1)NCNC1CSCCN2C1,13,235.1143185,1.581,0,3,1,0,0,0,0,1,2
C1=CC2=CC(=N1)CC2,13,105.0578492,1.1802,0,1,0,0,0,0,0,1,1
C1=CC2=CC(CCC2)O1,13,122.0731649,2.0092,0,0,0,1,0,2,0,0,2
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCSC2,13,328.1319428,5.732,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C3C=CC(=CC3=C1)CC2,13,258.1408506,4.7236,0,0,0,0,0,0,0,3,2
C1=CC2=CC=C1CCCCCCCCCCCCCCCCCCCC2,13,356.3443014,8.807,0,0,0,0,0,0,0,1,2
C1=CC2=CC=C1CCCCCCCCNCCC2,13,245.2143499,4.1055,0,1,0,0,0,0,0,1,2
C1=CC2=CC=C1CCNCCNCCCCCCCCNCCNC1=CC=C(C=C1)O2,13,424.3202119,4.5563,0,4,0,1,0,0,0,2,3
C1=CC2=CC=C1CSCC1=CC=C(CSC2)S1,13,278.0257634,4.9283,0,0,3,0,0,0,0,2,2
C1=CC2=CC=C1CSCCCCCCSC2,13,252.1006426,4.727,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CSCCCCSCC1=CC=C(C=C1)C2,13,314.1162927,5.5376,0,0,2,0,0,0,0,2,4
C1=CC2=CC=C1NCCN2,13,134.0843983,1.524,0,2,0,0,0,0,0,1,2
C1=CC2=CC=C3C4=NC(=CC=C5C=CC(=N5)CN(C1)CN23)C=C4,13,300.1374965,2.9255,0,4,0,0,0,7,0,1,4
C1=CC2=CC3=CC=C([NH]3)C3=C4N=C(C=C4CC3)C=C3C=CC(=CC1=N2)[NH]3,13,336.1374965,4.972,0,4,0,0,0,2,0,3,3
C1=CC2=CC3=CC=C(C=C4C=C5CCCC(=C5[NH]4)C4=NC(=CC1=N2)C=C4)[NH]3,13,350.1531466,5.1443,0,4,0,0,0,2,0,3,3
C1=CC2=CCC3CCN(CC3)CC(CC1)C2,13,217.1830497,3.3848,0,1,0,0,0,2,0,0,4
C1=CC2=CN(C=C2)CCCCCCCCCN2C=CC1=C2,13,282.2095988,5.2043,0,2,0,0,0,1,0,2,1
C1=CC2=NC(=C1)NCCNCCSSCCNCCN2,13,313.1394877,1.4796,0,5,2,0,0,0,0,1,1
C1=CC2=NC(=CC=C2)CSCC2=CCC=C1O2,13,243.071785,3.5297,0,1,1,1,0,3,0,1,2
C1=CC2=NC1=CC1=CC(=CC1)C=C1C=CC(=CC3=NC(=C2)C=C3)[NH]1,13,309.1265975,2.6352,0,3,0,0,0,10,0,1,4
C1=CC2=NC1=CC1=CC(=CC3=CC=C(C=C4C=CC(=C2)O4)[NH]3)CCC1,13,326.1419132,5.5304,0,2,0,1,0,1,0,3,2
C1=CC2=NC1=CC1=CC(=CC3=CC=C(C=C4C=CC(=C2)S4)[NH]3)CCC1,13,342.1190696,5.9989,0,2,1,0,0,1,0,3,2
C1=CC2=NC1=CC1=CC=C(CC3=CC=C(C=C4C=CC(=C2)[NH]4)S3)S1,13,346.0598404,3.7031,0,2,2,0,0,5,0,3,2
C1=CC2=NC1=CC1=CNC(=CC3=NC(=CC4=NC(=C2)C=C4)C=C3)C1,13,310.1218464,3.4452,0,4,0,0,0,11,0,0,5
C1=CC2=NC3=NC(=NC4=CC=C(N=C5CCC(=N5)N=C1[NH]2)[NH]4)CC3,13,318.1341424,1.4652,0,8,0,0,0,0,0,3,2
C1=CC23CC4C5C6C(C1C52)C3C46,13,156.0939004,1.9303,0,0,0,0,0,1,0,0,7
C1=CC2C=CC1CCN2,13,121.0891494,1.0905,0,1,0,0,0,2,0,0,3
C1=CC2C3=CC1CC2CCCCCCCC3,13,216.1878008,4.8693,0,0,0,0,0,2,0,0,4
C1=CC2C3CC4CC(C13)C2C4,13,146.1095504,2.4645,0,0,0,0,0,1,0,0,5
C1=CC2C3CC4CC(O3)C2C14,13,148.088815,1.5958,0,0,0,1,0,1,0,0,5
C1=CC2C3CCC1OC2CC3,13,150.1044651,2.13,0,0,0,1,0,1,0,0,4
C1=CC2C3COC1CC23,13,122.0731649,1.2073,0,0,0,1,0,1,0,0,3
C1=CC2CC(=C1)CCCCNN2,13,164.1313485,1.5194,0,2,0,0,0,2,0,0,2
C1=CC2CC(=C1)OCCNCCNNC=NN2,13,237.1589602,-0.5543,0,5,0,1,0,3,0,0,2
C1=CC2CC(C1)CNO2,13,125.084064,0.856,0,1,0,1,0,1,0,0,2
C1=CC2CC(CC1)CN2,13,123.1047994,1.3145,0,1,0,0,0,1,0,0,2
C1=CC2CC(NC=N2)O1,13,124.0636629,0.2466,0,2,0,1,0,2,0,0,2
C1=CC2CC=CC(C1)S2,13,138.0503213,2.3766,0,0,1,0,0,2,0,0,2
C1=CC2CC1C=NN2,13,108.0687483,0.5201,0,2,0,0,0,2,0,0,2
C1=CC2CC1C1CC2C2C=CC1NN2,13,188.1313485,1.2296,0,2,0,0,0,2,0,0,5
C1=CC2CC3CC2C1CN3,13,135.1047994,1.1704,0,1,0,0,0,1,0,0,3
C1=CC2CCC3CC2CC13,13,134.1095504,2.6086,0,0,0,0,0,1,0,0,3
C1=CC2CCCC(C2)NC1,13,137.1204495,1.7046,0,1,0,0,0,1,0,0,2
C1=CC2CCCNCCCC(=C1)C2,13,177.1517496,2.6525,0,1,0,0,0,2,0,0,2
C1=CC2CN(CC1)CCCN2,13,152.1313485,0.6102,0,2,0,0,0,1,0,0,2
C1=CC2CN=CC(C1)N2,13,122.0843983,0.3575,0,2,0,0,0,2,0,0,2
C1=CC2COCC(C2)O1,13,126.0680796,0.9354,0,0,0,2,0,1,0,0,2
C1=CC2COCC3=CC1CCC32,13,162.1044651,2.1552,0,0,0,1,0,2,0,0,4
C1=CC2NCNCNC1P2,13,157.076884,-0.4157,0,3,0,0,0,1,0,0,2
C1=CC2NNC1C1CC2C2CCC1CO2,13,206.1419132,0.8325,0,2,0,1,0,1,0,0,6
C1=CC2NNC1N=CO2,13,125.0589118,-0.6389,0,3,0,1,0,2,0,0,3
C1=CC2OCC3=CC4=NC3=C2C2=NC(=CC3=CC=C(C=C5C=CC(=C4)[NH]5)[NH]3)C=C12,13,376.1324111,5.0371,0,4,0,1,0,3,0,3,4
C1=CCC=CC2=CC=C(C=C3CCC(C=C4CCC(=C1)N4)N3)[NH]2,13,305.1891977,4.2319,0,3,0,0,0,5,0,1,3
C1=CCC2=C3CC4C(=C1)C=C1CCC5=CC(=C3C5=C14)C=C2,13,268.1252005,4.782,0,0,0,0,0,5,0,1,5
C1=CCC2=CC=C(C=C2)CC=CCCCC1,13,212.1565006,4.458,0,0,0,0,0,2,0,1,2
C1=CCC2C=CC(C1)CC2,13,134.1095504,2.9188,0,0,0,0,0,2,0,0,3
C1=CCC2C3C=CC4C(C3C1)C42,13,158.1095504,2.6306,0,0,0,0,0,2,0,0,5
C1=CCC2CC(CC1)OCO2,13,154.0993797,1.8581,0,0,0,2,0,1,0,0,2
