fragment,n_fragment,MW,SLogP,nRot,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
C1=CNCCCCCCC1,163,139.1360995,2.4439,0,1,0,0,0,1,0,0,1
C1NCC2CC1O2,163,99.06841391,-0.2529,0,1,0,1,0,0,0,0,3
C1SC2CNC(CN2)S1,163,162.0285403,0.2689,0,2,2,0,0,0,0,0,3
C1#CCCCC#CCC=C1,164,130.0782503,2.1234,0,0,0,0,0,1,2,0,1
C1=CC2CC1CCO2,164,110.0731649,1.3514,0,0,0,1,0,1,0,0,2
C1=CCCCCCCC=CCCCCCCCCCCCOCC=CCC1,164,374.3548661,8.707,0,0,0,1,0,3,0,0,1
C1OC2C3C1C23,164,82.04186481,0.261,0,0,0,1,0,0,0,0,4
C1#CNCC1,165,67.04219916,-0.0594,0,1,0,0,0,0,1,0,1
C1=CC2=NC(=C1)COCCOCCOCCOCCOC2,165,297.1576228,1.1782,0,1,0,5,0,0,0,1,1
C1=CC2=NC1=CC1=CCC(=N1)C=C1CCC(=CC3=NC(=C2)C=C3)N1,165,312.1374965,3.6692,0,4,0,0,0,10,0,0,5
C1=CSC=COC1,165,114.0139358,1.7347,0,0,1,1,0,2,0,0,1
C1=CSCCCCN1,165,129.0612204,1.5742,0,1,1,0,0,1,0,0,1
C1=CSCCCOC1,165,130.0452359,1.6536,0,0,1,1,0,1,0,0,1
C1CCNCSCC1,165,131.0768704,1.4506,0,1,1,0,0,0,0,0,1
C1CNCCCNCCNCCNCCNC1,165,243.2422959,-1.2718,0,5,0,0,0,0,0,0,1
C1COCCOCCN1,165,131.0946287,-0.3772,0,1,0,2,0,0,0,0,1
BrI,166,205.8228101,1.7313,0,0,0,0,2,0,0,0,0
C1=CN2CCC3OCC=C4CNC5CC4C3C2C15,166,244.1575633,1.1373,0,2,0,1,0,2,0,0,5
C1C2C3CC4CC2C2C5CC6CC(C15)C3C2(C4)C6,166,240.1878008,3.9607,0,0,0,0,0,0,0,0,10
C1CN2CNC1C2,166,98.08439832,-0.3786,0,2,0,0,0,0,0,0,2
C1CNCCNCNNCCNCCN1,166,216.2062448,-2.5899,0,6,0,0,0,0,0,0,1
C1=CC=CCOC2CCOC(CC=CCCC=C1)C2,167,260.17763,3.9593,0,0,0,2,0,4,0,0,2
C1=CC2CC(C=C1)C1C=CC2C1,167,158.1095504,2.9408,0,0,0,0,0,3,0,0,3
C1CC2C3CCC4(C1)CCCN(C3)C24,167,191.1673997,2.6609,0,1,0,0,0,0,0,0,4
C1OC2OC3CC1C2C3,167,126.0680796,0.7677,0,0,0,2,0,0,0,0,3
C1#CCCCCCCCC1,168,136.1252005,3.1242,0,0,0,0,0,0,1,0,1
C1=CC2CC3=CC=C(CC4=CC=C(CC5=CC=C(C=C1N2)[NH]5)[NH]4)[NH]3,168,316.1687966,3.2775,0,4,0,0,0,2,0,3,2
C1=CC2CCNCCNC(CNCCCCO2)CSSCC1,168,345.1908546,2.0342,0,3,2,1,0,1,0,0,2
C1=CCC=CCCC=CCCCC=C1,168,188.1565006,4.5654,0,0,0,0,0,4,0,0,1
C1=CCC2NCC3=C2CC(CCCCC1)CC3,168,231.1986998,3.9653,0,1,0,0,0,2,0,0,3
C1CCCCPCCC1,168,144.1067872,3.0191,0,0,0,0,0,0,0,0,1
C1CCNCCNCCNCCNCC1,168,214.2157468,-0.4713,0,4,0,0,0,0,0,0,1
C1CN2CCC3C4COC(CC14)C32,168,179.1310142,1.1155,0,1,0,1,0,0,0,0,6
C1=CC2CCCCC3CCCC2C3C1,169,190.1721507,4.169,0,0,0,0,0,1,0,0,3
C1=CPCP1,169,103.9944735,1.7857,0,0,0,0,0,1,0,0,1
C1=C2CCCC(CC1)C2,170,122.1095504,2.8968,0,0,0,0,0,1,0,0,2
C1=CC2CC=CC(C1)O2,170,122.0731649,1.66,0,0,0,1,0,2,0,0,2
C1=CC2CCC1N=CN2,170,122.0843983,0.7051,0,2,0,0,0,2,0,0,3
C1=CCCC=CCCC=CC=CCOCCC=C1,170,244.1827154,4.7481,0,0,0,1,0,5,0,0,1
C1=CN=CC=NC=CC=NCCN=C1,170,188.1061964,1.3106,0,4,0,0,0,6,0,0,1
C1=CONC=N1,170,84.03236275,0.0207,0,2,0,1,0,2,0,0,1
C1=NCCC=NCC1,170,110.0843983,0.9218,0,2,0,0,0,2,0,0,1
C1CC2CCC3COC(C1)C2C3,170,166.1357652,2.6016,0,0,0,1,0,0,0,0,3
C1CC2NCC1NN2,170,113.0952974,-0.8277,0,3,0,0,0,0,0,0,3
C1CCCCOCCOCCOCCCC1,170,230.1881947,2.7805,0,0,0,3,0,0,0,0,1
C1CCCOSOCCC1,170,162.0714507,2.5469,0,0,1,2,0,0,0,0,1
C1CSCCCSC1,170,148.0380424,2.2466,0,0,2,0,0,0,0,0,1
C1=CCOC2C=CC(C2)NCCCNCCC1,171,236.1888634,1.6194,0,2,0,1,0,2,0,0,2
C1=CC2=CC(=C1)CCNCC1=CC=CC(=C1)CCCC2,172,265.1830497,3.8977,0,1,0,0,0,0,0,2,1
C1=CC2C3CCCC2C(C1)C3,172,148.1252005,2.9987,0,0,0,0,0,1,0,0,3
C1=CCC2CC(C1)CN2,172,123.1047994,1.3145,0,1,0,0,0,1,0,0,2
C1=CSC=CCOC1,172,128.0295859,1.7772,0,0,1,1,0,2,0,0,1
C1=NC=NCCN1,172,97.06399722,-0.3538,0,3,0,0,0,2,0,0,1
C1CC2CC(C1)OCN2,172,127.099714,0.8749,0,1,0,1,0,0,0,0,2
C1CNCCCSSCCNC1,172,206.0911406,1.3408,0,2,2,0,0,0,0,0,1
C1=CC2=CC(=C1)CCNCCCCCNCCCCO2,173,276.2201635,2.7512,0,2,0,1,0,0,0,1,1
C1=CC2CC3=C(C2)CC(CCCCC1)CC3,173,216.1878008,5.0134,0,0,0,0,0,2,0,0,3
C1=CCCCC=1,173,80.06260026,1.8816,0,0,0,0,0,2,0,0,1
C1=CCCCC2CCC=C(CCC=C1)CO2,173,218.1670653,4.1683,0,0,0,1,0,3,0,0,2
C1=CCCCCC2C=C(CCCCC1)CO2,173,220.1827154,4.3923,0,0,0,1,0,2,0,0,2
C1=COCOCO1,173,102.0316941,0.436,0,0,0,3,0,1,0,0,1
C1=NC=NCO1,173,84.03236275,0.0307,0,2,0,1,0,2,0,0,1
C1COCCNN1,173,102.0793129,-0.8892,0,2,0,1,0,0,0,0,1
C1=CC2=CC(=C1)CC1=CC=CC(=C1)CC1=CC(=CC=C1)C2,174,270.1408506,4.7724,0,0,0,0,0,0,0,3,1
C1=CC2=CC=C1CSCC1=CC=C(C=C1)CSC2,174,272.0693425,4.8668,0,0,2,0,0,0,0,2,4
C1=CC2CC1CCN2,174,109.0891494,0.9244,0,1,0,0,0,1,0,0,2
C1=NNCP1,174,88.01903479,0.1689,0,2,0,0,0,1,0,0,1
C1CC2CC3CCC2C(C3)N1,174,151.1360995,1.7845,0,1,0,0,0,0,0,0,4
C1CC2CCC3C(CCOCC3C2)CN1,174,209.1779644,2.0487,0,1,0,1,0,0,0,0,4
C1#CCCCC#CCC1,175,118.0782503,1.9573,0,0,0,0,0,0,2,0,1
C1=C2CCC(=C1)CCC1=CC=C(C=C1)CC2,175,210.1408506,4.212,0,0,0,0,0,2,0,1,5
C1=CC2=CC(=C1)COCCOCCOCCOCCOC2,175,296.1623739,1.7832,0,0,0,5,0,0,0,1,1
C1=CCCOCCC2CCC(CCC1)O2,175,210.1619799,3.0709,0,0,0,2,0,1,0,0,2
C1=CN=C1,175,53.0265491,0.5845,0,1,0,0,0,2,0,0,1
C1=CSPO1,175,105.9642223,1.7295,0,0,1,1,0,1,0,0,1
C1CC2OCC3CCCC2C3C1,175,166.1357652,2.6016,0,0,0,1,0,0,0,0,3
C1CCNCCNCCNC1,175,157.1578976,-0.451,0,3,0,0,0,0,0,0,1
C1CCPNC1,175,103.0550859,0.9633,0,1,0,0,0,0,0,0,1
C1COCOCCN1,175,117.0789786,-0.4197,0,1,0,2,0,0,0,0,1
C1=CCOPOC1,176,118.0183661,1.0979,0,0,0,2,0,1,0,0,1
C1=CN2CCCCCCCOC(=C1)C2,176,193.1466642,2.6803,0,1,0,1,0,2,0,0,2
C1NC2C3CCC2C1C3,176,123.1047994,1.0043,0,1,0,0,0,0,0,0,3
C1=CC2=CC=C1CCCNCCNCCCO2,177,234.1732133,1.5809,0,2,0,1,0,0,0,1,2
C1=CC2COC(C1)O2,177,112.0524295,0.6878,0,0,0,2,0,1,0,0,2
C1=CCCCCOCC=CCCCCCC1,177,222.1983655,4.6399,0,0,0,1,0,2,0,0,1
C1=COC2=CC=CC(=C2)CCC2=CC(=CC=C2)OC2=CC=C(C=C2)CC1,177,342.1619799,6.1028,0,0,0,2,0,1,0,3,2
C1=NCCNNC1,177,99.07964729,-0.835,0,3,0,0,0,1,0,0,1
C1CC2NCC(O1)O2,177,115.0633285,-0.3213,0,1,0,2,0,0,0,0,2
C1=CC2=CC=C1CCCNCCNCCCCCO2,178,262.2045135,2.3611,0,2,0,1,0,0,0,1,2
C1=CC2CNC(O1)O2,178,113.0476785,-0.1977,0,1,0,2,0,1,0,0,2
C1=NCNPN1,178,103.0299338,-0.3265,0,3,0,0,0,1,0,0,1
C1CPCN1,178,89.03943589,0.2256,0,1,0,0,0,0,0,0,1
C1CSSCCN1,178,135.0176413,0.971,0,1,2,0,0,0,0,0,1
C1=CSN=CO1,179,100.9935347,1.1643,0,1,1,1,0,2,0,0,1
C1=CCCC=CC=CCCCC=CCCC=C1,180,228.1878008,5.5117,0,0,0,0,0,5,0,0,1
C1=CNC=COC1,180,97.05276384,0.5911,0,1,0,1,0,2,0,0,1
C1=COC2=CC=C3CCNC(CC4=CC(=CC=C4)OC4=CC=C(C=C4)CC1)C3=C2,180,383.188529,5.7471,0,1,0,2,0,1,0,3,3
C1=CP2CCC1C2,180,112.0441869,2.0155,0,0,0,0,0,1,0,0,2
C1CC2C3CCC2OC1C3,180,138.1044651,1.9639,0,0,0,1,0,0,0,0,4
C1=CC2=CC(=C1)CCC1=CC=CC(=C1)CCC2,181,222.1408506,3.9605,0,0,0,0,0,0,0,2,1
C1=CC2CCCC3C1CCC23,181,148.1252005,2.9987,0,0,0,0,0,1,0,0,3
C1=NPCS1,181,104.9802068,1.3125,0,1,1,0,0,1,0,0,1
C1CC2COCC1N2,181,113.084064,0.1372,0,1,0,1,0,0,0,0,2
C1CNCCNC2CNC(CNCCN1)C2,181,227.2109958,-1.9111,0,5,0,0,0,0,0,0,2
C1CNCCNCCOC1,181,144.1262631,-0.4141,0,2,0,1,0,0,0,0,1
C1=CC2=CC=C1O2,182,92.02621475,1.8706,0,0,0,1,0,0,0,2,0
C1=CC2CC(=C1)NCCCCNCCCNCCO2,182,265.2154125,1.1681,0,3,0,1,0,2,0,0,2
C1=CCC=CC2CC(CCO2)OCC=CC=CCC2CCCC(C=C1)O2,182,356.2351449,5.0631,0,0,0,3,0,5,0,0,3
C1=CCCNCC=CCC1,182,137.1204495,1.8723,0,1,0,0,0,2,0,0,1
C1=CCNC=CCC1,182,109.0891494,1.4397,0,1,0,0,0,2,0,0,1
C1=CCNPNC1,182,116.0503349,0.2439,0,2,0,0,0,1,0,0,1
C1=NNCN=N1,182,84.04359613,-0.0574,0,4,0,0,0,2,0,0,1
C1CPN1,182,75.02378582,0.1831,0,1,0,0,0,0,0,0,1
C1#CC=CC=C1,183,76.03130013,1.28698,0,0,0,0,0,0,1,1,0
C1=CSC=COPO1,183,147.974787,2.2173,0,0,1,2,0,2,0,0,1
C1#CC2CCCC3=C2C=CNC3C#CC=C1,184,207.1047994,2.1452,0,1,0,0,0,3,2,0,3
C1=CC2C=COC(C1)C2,184,122.0731649,1.8651,0,0,0,1,0,2,0,0,2
C1=CCNC=CNC1,184,110.0843983,0.2066,0,2,0,0,0,2,0,0,1
C1=CCOCC23CCCC4CC5C(CC(OCC=CCCCC1)C52)OC43,184,358.2507949,4.6683,0,0,0,3,0,2,0,0,6
C1=CN=CN=CC1,184,94.05309819,1.0029,0,2,0,0,0,3,0,0,1
C1=NNCN=P1,184,101.0142838,0.6202,0,3,0,0,0,2,0,0,1
C1CC2CCC3OC1CC23,184,138.1044651,1.9639,0,0,0,1,0,0,0,0,3
C1CCC2CC(C1)CCN2,184,139.1360995,1.9286,0,1,0,0,0,0,0,0,2
C1CCCCOCCCNCCNCCC1,184,228.2201635,1.9265,0,2,0,1,0,0,0,0,1
C1CNCCNCCNCCNCCNCCSSC1,184,321.202088,-0.2805,0,5,2,0,0,0,0,0,1
C1COCPOC1,184,120.0340162,0.9743,0,0,0,2,0,0,0,0,1
C1=[SH]CCCC1,185,102.0503213,1.438,0,0,1,0,0,1,0,0,1
C1=COCOC=CC1,185,112.0524295,1.4082,0,0,0,2,0,2,0,0,1
C1=NCOCO1,185,87.0320284,-0.0235,0,1,0,2,0,1,0,0,1
C1NSNCNSN1,185,152.0190383,-0.6002,0,4,2,0,0,0,0,0,1
C1=CC2CCC3CCC2C3C1,186,148.1252005,2.9987,0,0,0,0,0,1,0,0,3
C1=CCCOCCCC=CCCOCCC1,186,224.17763,3.4862,0,0,0,2,0,2,0,0,1
C1=CCSCC=C1,186,112.0346713,1.8456,0,0,1,0,0,2,0,0,1
C1=CN2CN=C1CNC1CC(CO1)OPOCC1CCC2O1,186,327.1347928,0.9792,0,3,0,4,0,2,0,0,5
C1NC2C3C4CC5C3C1C1C5C4C21,186,173.1204495,0.9621,0,1,0,0,0,0,0,0,7
C1NCOCO1,186,89.04767846,-0.5047,0,1,0,2,0,0,0,0,1
C1=C[PH][PH]1,187,89.97882339,1.7492,0,0,0,0,0,0,0,1,0
C1=C2CCC(CCCCC1)OC2,187,166.1357652,3.0559,0,0,0,1,0,1,0,0,3
C1CC2CCC(CN1)S2,187,143.0768704,1.2439,0,1,1,0,0,0,0,0,2
C1CC2CPC(C1)O2,187,130.0547516,1.5737,0,0,0,1,0,0,0,0,2
N1NPNNP1,187,124.0067695,-0.7946,0,4,0,0,0,0,0,0,1
C1=CCCC2CCCC(CC=CCC1)C2,188,204.1878008,4.8693,0,0,0,0,0,2,0,0,2
C1CCCCCCCCOCCCCCCC1,188,240.2453156,5.478,0,0,0,1,0,0,0,0,1
C1CNCCOCCN1,188,130.1106131,-0.8042,0,2,0,1,0,0,0,0,1
C1CNCPOC1,188,119.0500006,0.5473,0,1,0,1,0,0,0,0,1
C1OC2C3CNC4C1C3OC42,188,153.0789786,-0.6296,0,1,0,2,0,0,0,0,6
C1CC2OOC1O2,189,102.0316941,0.4108,0,0,0,3,0,0,0,0,2
C1=CC2=CC=C1CC1CC(CCCCO2)CN1,190,231.1623143,2.7699,0,1,0,1,0,0,0,1,3
C1=C2N=C(C=N1)OCCCCCOCCNCN2,191,252.1586259,1.0149,0,4,0,2,0,0,0,1,1
C1=CC2CC1OO2,191,98.03677943,0.6453,0,0,0,2,0,1,0,0,2
C1SS1,191,77.95979206,1.3389,0,0,2,0,0,0,0,0,1
C1=CCCCCCCCOCCC=CCC1,192,222.1983655,4.6399,0,0,0,1,0,2,0,0,1
C1=COCC=CNCCNCCNC1,192,197.1528122,-0.1872,0,3,0,1,0,2,0,0,1
C1CC2CC(CN2)O1,192,113.084064,0.1372,0,1,0,1,0,0,0,0,2
C1CC2COCC3CCC2C(C1)C3,192,180.1514153,2.8492,0,0,0,1,0,0,0,0,4
C1CC2NCC1C1CCC2NC1,192,166.1469986,0.7364,0,2,0,0,0,0,0,0,6
C1CCOCCCCCOCC1,192,172.1463299,2.3738,0,0,0,2,0,0,0,0,1
C1=NC=[SH]N1,193,88.00951913,-0.2419,0,2,1,0,0,2,0,0,1
C1CC2CCC(CC2)O1,193,126.1044651,1.9655,0,0,0,1,0,0,0,0,3
C1=CN2CCC1C2,194,95.07349929,0.8356,0,1,0,0,0,1,0,0,2
C1=COC2=CC=CC(=C2)CCC2=CC=C(C=C2)OC2=CC=CC(=C2)CC1,194,342.1619799,6.1028,0,0,0,2,0,1,0,3,2
C1NNPNN1,194,106.0408329,-1.3456,0,4,0,0,0,0,0,0,1
C1=C2N=C3CCC(=N3)N=C3CCC(=N3)N=C3CCC(=NC(=C1)[NH]2)[NH]3,195,320.1497925,0.9728,0,8,0,0,0,0,0,2,3
C1=CCC2C=CCC(CCCCCCCC3CC(CO3)OC1)O2,195,320.2351449,4.5648,0,0,0,3,0,2,0,0,3
C1=NC=NCS1,195,100.0095191,0.7473,0,2,1,0,0,2,0,0,1
C1=NPNN1,195,89.01428376,-0.369,0,3,0,0,0,1,0,0,1
C1C2CC3C1C1CC2C3C1,195,134.1095504,2.2984,0,0,0,0,0,0,0,0,4
C1CC2CNC(CN2)O1,195,128.094963,-0.7058,0,2,0,1,0,0,0,0,3
C1=CC2C3CC=C4C(C1)COC42OCC3,196,204.1150298,2.2718,0,0,0,2,0,2,0,0,4
C1=CCOCCCCOCCCC1,196,184.1463299,2.5399,0,0,0,2,0,1,0,0,1
C1N=PCO1,196,89.00305038,1.0614,0,1,0,1,0,1,0,0,1
C1SC2CNC1C2,196,115.0455703,0.4637,0,1,1,0,0,0,0,0,2
C1=CC2NCC1CN2,197,110.0843983,-0.3087,0,2,0,0,0,1,0,0,3
C1=CCCC2CCC(CCC=CCC1)CC2,197,218.2034508,5.2594,0,0,0,0,0,2,0,0,3
C1=CCONCC1,197,99.06841391,0.4675,0,1,0,1,0,1,0,0,1
C1=CS1,197,57.98772106,1.2044,0,0,1,0,0,1,0,0,1
C1=NCNCSC1,197,116.0408193,0.3086,0,2,1,0,0,1,0,0,1
C1CCC2C3CCCC2C(C1)CN3,197,179.1673997,2.5647,0,1,0,0,0,0,0,0,3
C1CCC2CCC(CCC3CCOC(C1)CC3)O2,197,252.2089301,4.0735,0,0,0,2,0,0,0,0,3
C1CNC2CCC(C1)O2,197,127.099714,0.8749,0,1,0,1,0,0,0,0,2
C1=CC2CCN(CC1)O2,198,125.084064,0.9522,0,1,0,1,0,1,0,0,2
C1=CCCC2=CC=CC(=C2)COCCCCC1,198,230.1670653,4.266,0,0,0,1,0,1,0,1,1
C1=CNCCSC=N1,198,128.0408193,0.8223,0,2,1,0,0,2,0,0,1
C1NC2NCC1NN2,198,114.0905463,-2.0608,0,4,0,0,0,0,0,0,3
C1=CCC2=CCCC(CC1)C2,199,148.1252005,3.453,0,0,0,0,0,2,0,0,2
C1=CCPNC1,199,101.0394359,0.7393,0,1,0,0,0,1,0,0,1
C1=CCCCCNC=C1,200,123.1047994,1.8298,0,1,0,0,0,2,0,0,1
C1=CSCCCNC1,200,129.0612204,1.2266,0,1,1,0,0,1,0,0,1
C1CC2CSCC(C1)O2,200,144.060886,1.6709,0,0,1,1,0,0,0,0,2
C1CC2NCC3CC1CC2C3,200,151.1360995,1.7845,0,1,0,0,0,0,0,0,3
C1CC2OCC3CC1CC32,200,138.1044651,1.8214,0,0,0,1,0,0,0,0,3
C1NC2CNC1SSS2,200,179.9849613,0.8746,0,2,3,0,0,0,0,0,3
C1PP1,200,77.97882339,1.2295,0,0,0,0,0,0,0,0,1
C1=CC2OC3CC(C1)C2C3,201,136.088815,1.7399,0,0,0,1,0,1,0,0,3
C1=CCCCCOCC=CCC1,201,166.1357652,3.0795,0,0,0,1,0,2,0,0,1
C1=CSNCO1,201,103.0091848,0.6831,0,1,1,1,0,1,0,0,1
C1=NCOCS1,201,103.0091848,0.6931,0,1,1,1,0,1,0,0,1
C1C2C3CC4C1C1CC2C3CC41,201,160.1252005,2.5444,0,0,0,0,0,0,0,0,6
C1CONO1,201,75.0320284,-0.5472,0,1,0,2,0,0,0,0,1
C1OCOCO1,201,90.03169405,-0.0777,0,0,0,3,0,0,0,0,1
C1=CC23CCC4CC2C2CC4C3C2C1,202,186.1408506,3.2447,0,0,0,0,0,1,0,0,7
C1=CC2OOC1O2,202,100.016044,0.1868,0,0,0,3,0,1,0,0,2
C1=NPNCN1,202,103.0299338,-0.3265,0,3,0,0,0,1,0,0,1
C1CCOCCCNCCNCCNC1,202,215.1997624,-0.0443,0,3,0,1,0,0,0,0,1
C1=C2CNCC(=CC1)C2,203,121.0891494,1.2362,0,1,0,0,0,2,0,0,2
C1=CC2CCC(C1)NN2,203,124.1000484,0.5715,0,2,0,0,0,1,0,0,3
C1=NC=NCCC1,203,96.06874826,0.8793,0,2,0,0,0,2,0,0,1
C1C2CC3CC1CC(C2)O3,203,138.1044651,1.9639,0,0,0,1,0,0,0,0,4
C1CC2CCC(CCOCCC3CCC(CCO1)O3)O2,203,284.1987594,2.6888,0,0,0,4,0,0,0,0,3
C1CCNCCCNCCCNCCCNC1,203,242.247047,0.3089,0,4,0,0,0,0,0,0,1
C1=CC2=CC(=C1)CCC1=CC=C(C=C1)CC2,204,208.1252005,3.5704,0,0,0,0,0,0,0,2,2
C1=CC2CCC3=CCCC(CC=C(C1)C2)C3,204,214.1721507,4.7894,0,0,0,0,0,3,0,0,3
C1=NPCC1,204,87.02378582,1.0544,0,1,0,0,0,1,0,0,1
C1CNCC2=NC(CNCCNCCOC1)CO2,204,256.189926,-1.0272,0,4,0,2,0,1,0,0,2
C1=CC2CCNC(C2)N1,205,124.1000484,0.429,0,2,0,0,0,1,0,0,2
C1=COCCOC=C1,205,112.0524295,1.0606,0,0,0,2,0,2,0,0,1
C1=NCCCCCC1,205,111.1047994,2.0213,0,1,0,0,0,1,0,0,1
C1=NNNNC1,205,86.05924619,-1.4154,0,4,0,0,0,1,0,0,1
C1=NPCN1,205,88.01903479,0.1689,0,2,0,0,0,1,0,0,1
C1CC2CC(CO1)ON2,205,129.0789786,0.0688,0,1,0,2,0,0,0,0,2
C1CC2NCC1C1CCC2CN1,205,166.1469986,0.7364,0,2,0,0,0,0,0,0,6
C1=C2CNC3CC2C2C(CCN4CCC3C24)OC1,206,246.1732133,1.0137,0,2,0,1,0,1,0,0,5
C1=CC=CCCCNC2=CCC=C(CCC=CCCCCC=C1)C2,206,323.2613001,6.5393,0,1,0,0,0,6,0,0,2
C1=CC2CCC1C=N2,206,107.0734993,1.4056,0,1,0,0,0,2,0,0,3
C1=CCCOCC=CC=CCCOCC=C1,206,220.1463299,3.0382,0,0,0,2,0,4,0,0,1
C1=CNCCOCC1,206,113.084064,0.51,0,1,0,1,0,1,0,0,1
C1CCCC2CCC(CC3CC(CC1)CO3)O2,206,238.1932801,3.6834,0,0,0,2,0,0,0,0,3
C1COP=N1,206,89.00305038,1.0614,0,1,0,1,0,1,0,0,1
C1=CC=CCCCCC=C1,207,134.1095504,3.229,0,0,0,0,0,3,0,0,1
C1=CC2CC=C(CCCC1)O2,207,150.1044651,2.7894,0,0,0,1,0,2,0,0,2
C1=CCSN=C1,207,99.01427016,1.2752,0,1,1,0,0,2,0,0,1
C1#CCSCCNCCNC1,208,170.0877694,-0.0842,0,2,1,0,0,0,1,0,1
C1=CC2C=C3C=C4CCC(=C4[NH]3)C3CCC(C=C4C=CC(=CC1N2)[NH]4)N3,208,344.2000968,-0.4878,0,4,0,0,0,5,0,2,4
C1=CC2C=CC3CC1PCP23,208,182.0414236,2.7534,0,0,0,0,0,2,0,0,4
C1=CC2CN3CCCCCC2C(CC1)C3,208,205.1830497,3.0746,0,1,0,0,0,1,0,0,4
C1=NCCSNC1,208,116.0408193,0.3086,0,2,1,0,0,1,0,0,1
C1CCCNCCCCNCC1,208,170.1782987,1.5198,0,2,0,0,0,0,0,0,1
C1=CNCCNC=CC=NCCN=C1,209,192.1374965,0.3482,0,4,0,0,0,4,0,0,1
C1C2CC3CC1OC3CO2,209,140.0837296,0.9527,0,0,0,2,0,0,0,0,3
C1NC2NCC3CC1CC2C3,209,152.1313485,0.5514,0,2,0,0,0,0,0,0,3
C1=CC2=CC(=C1)COCC1=CC=CC(=C1)COCC1=CC(=CC=C1)COC2,210,360.1725446,5.1504,0,0,0,3,0,0,0,3,1
C1=CNCSCC1,210,115.0455703,1.1841,0,1,1,0,0,1,0,0,1
C1CCCCC2CCC(CCCCCCOCCC1)O2,210,282.2558803,5.2454,0,0,0,2,0,0,0,0,2
C1CCCCCCCOCCCCCC1,210,212.2140155,4.6978,0,0,0,1,0,0,0,0,1
N1=NN1,210,43.01704703,-0.1282,0,3,0,0,0,1,0,0,1
C1=NCCNCN1,211,99.07964729,-0.835,0,3,0,0,0,1,0,0,1
C1CC2CC3CCCC2C3C1,211,150.1408506,3.2227,0,0,0,0,0,0,0,0,3
C1CCN2CC3CCC2C(C1)C3,211,165.1517496,2.2708,0,1,0,0,0,0,0,0,4
C1=CC=CONOCC2=CCC=CCC=CCOCCC(CC=C1)OC2,212,359.2096584,4.0935,0,1,0,4,0,6,0,0,2
C1C2CC3OC1CC(O2)O3,212,142.0629942,0.6367,0,0,0,3,0,0,0,0,4
C1CSC2CNC(CN1)C2,212,158.0877694,0.0533,0,2,1,0,0,0,0,0,2
C1=CC2OCCC(C1)O2,213,126.0680796,1.0779,0,0,0,2,0,1,0,0,2
C1=CCC2CCC(CC3CCCC(CC1)O3)O2,213,236.17763,3.6019,0,0,0,2,0,1,0,0,3
C1=CCSCCNCCCCOC1,213,201.1187352,1.6758,0,1,1,1,0,1,0,0,1
C1=CN=[SH]N=C1,213,100.0095191,0.498,0,2,1,0,0,3,0,0,1
C1=CSN=CCS1,213,130.9863412,1.9234,0,1,2,0,0,2,0,0,1
C1NC2CNC1SSSS2,213,211.9570323,1.5228,0,2,4,0,0,0,0,0,3
N1C2NC3NC4NC3NC2NC14,213,168.1123444,-3.465,0,6,0,0,0,0,0,0,5
C1=CC2C3CC(C1)C2CN3,214,135.1047994,1.1704,0,1,0,0,0,1,0,0,3
C1CCNCCCCCNCC1,214,170.1782987,1.5198,0,2,0,0,0,0,0,0,1
C1=CC2CC(N1)C1CCCC2N1,215,164.1313485,1.0025,0,2,0,0,0,1,0,0,3
C1=C2OC3CC4=CC=C5C=C4C3OC2CC(C1)CCOCC5,216,298.1568946,3.3245,0,0,0,3,0,1,0,1,4
C1=CC2=CC=C1CCCCCCCCCC2,216,216.1878008,4.906,0,0,0,0,0,0,0,1,2
C1=CC2C3COC2C1C3,216,122.0731649,1.2073,0,0,0,1,0,1,0,0,3
C1=CC2CCC1C1CCC2CC1,217,162.1408506,3.3888,0,0,0,0,0,1,0,0,6
C1=CCCNCC=C1,217,109.0891494,1.0921,0,1,0,0,0,2,0,0,1
C1=CSSCC1,217,117.9910922,2.2852,0,0,2,0,0,1,0,0,1
C1CC2CC(CCOCCC3CC(C1)OCO3)OCO2,217,286.1780239,2.2303,0,0,0,5,0,0,0,0,3
N1PNS1,219,93.97545573,0.2509,0,2,1,0,0,0,0,0,1
C=I,220,140.9201231,0.8534,0,0,0,0,1,1,0,0,0
C1#CCCCCC2=CC=C(C=CCC1)O2,220,200.1201151,3.8028,0,0,0,1,0,1,1,1,1
C1=C2CNC3CC4NCCC(OC1)C4C2C3,220,220.1575633,0.6715,0,2,0,1,0,1,0,0,4
C1=C2COCCCCCCOC3CC2N(C1)C3,220,237.172879,1.9765,0,1,0,2,0,1,0,0,3
C1=CC2OC34CC5CCC3CCOC4C2C(C1)O5,220,248.1412445,2.0565,0,0,0,3,0,1,0,0,5
C1CC2C3CCC4C1C1OC4C3OC21,220,192.1150298,1.5872,0,0,0,2,0,0,0,0,5
C1CC2CC3OC4(C1)OCCC3C24,220,180.1150298,1.938,0,0,0,2,0,0,0,0,4
C1CNCCCSC1,220,131.0768704,1.103,0,1,1,0,0,0,0,0,1
C1=CC2C3CCC4C(CC13)C24,221,146.1095504,2.4645,0,0,0,0,0,1,0,0,4
C1C2C3C4C1C1C2C1C34,221,118.0782503,1.3741,0,0,0,0,0,0,0,0,6
C1CC2CCC3NCCC2C3C1,221,165.1517496,2.1746,0,1,0,0,0,0,0,0,3
